MTU (CET/CEST),FC_Solar,Act_Solar,Day_Ahead_Price
26.06.2021 14:30 - 26.06.2021 14:45,27151,26381,
26.06.2021 14:45 - 26.06.2021 15:00,26569,25945,
26.06.2021 15:00 - 26.06.2021 15:15,25937,25284,
26.06.2021 15:15 - 26.06.2021 15:30,25210,24701,
26.06.2021 15:30 - 26.06.2021 15:45,24396,24062,
26.06.2021 15:45 - 26.06.2021 16:00,23502,23481,
26.06.2021 16:00 - 26.06.2021 16:15,22545,22638,
26.06.2021 16:15 - 26.06.2021 16:30,21510,21806,
26.06.2021 16:30 - 26.06.2021 16:45,20393,21021,
26.06.2021 16:45 - 26.06.2021 17:00,19206,19798,
26.06.2021 17:00 - 26.06.2021 17:15,17971,18670,
26.06.2021 17:15 - 26.06.2021 17:30,16620,17541,
26.06.2021 17:30 - 26.06.2021 17:45,15216,16115,
26.06.2021 17:45 - 26.06.2021 18:00,13790,14770,
26.06.2021 18:00 - 26.06.2021 18:15,12270,13344,
26.06.2021 18:15 - 26.06.2021 18:30,10730,11842,
26.06.2021 18:30 - 26.06.2021 18:45,9182,10229,
26.06.2021 18:45 - 26.06.2021 19:00,7711,8731,
26.06.2021 19:00 - 26.06.2021 19:15,6330,7178,
26.06.2021 19:15 - 26.06.2021 19:30,5041,5810,
26.06.2021 19:30 - 26.06.2021 19:45,3994,4667,
26.06.2021 19:45 - 26.06.2021 20:00,3150,3684,
26.06.2021 20:00 - 26.06.2021 20:15,2447,2860,
26.06.2021 20:15 - 26.06.2021 20:30,1811,2100,
26.06.2021 20:30 - 26.06.2021 20:45,1243,1409,
26.06.2021 20:45 - 26.06.2021 21:00,784,833,
26.06.2021 21:00 - 26.06.2021 21:15,449,425,
26.06.2021 21:15 - 26.06.2021 21:30,243,155,
26.06.2021 21:30 - 26.06.2021 21:45,43,43,
26.06.2021 21:45 - 26.06.2021 22:00,4,9,
26.06.2021 22:00 - 26.06.2021 22:15,0,0,
26.06.2021 22:15 - 26.06.2021 22:30,0,0,
26.06.2021 22:30 - 26.06.2021 22:45,0,0,
26.06.2021 22:45 - 26.06.2021 23:00,0,0,
26.06.2021 23:00 - 26.06.2021 23:15,0,0,
26.06.2021 23:15 - 26.06.2021 23:30,0,0,
26.06.2021 23:30 - 26.06.2021 23:45,0,0,
26.06.2021 23:45 - 27.06.2021 00:00,0,0,
27.06.2021 00:00 - 27.06.2021 00:15,0,0,
27.06.2021 00:15 - 27.06.2021 00:30,0,0,
27.06.2021 00:30 - 27.06.2021 00:45,0,0,
27.06.2021 00:45 - 27.06.2021 01:00,0,0,
27.06.2021 01:00 - 27.06.2021 01:15,0,0,
27.06.2021 01:15 - 27.06.2021 01:30,0,0,
27.06.2021 01:30 - 27.06.2021 01:45,0,0,
27.06.2021 01:45 - 27.06.2021 02:00,0,0,
27.06.2021 02:00 - 27.06.2021 02:15,0,0,
27.06.2021 02:15 - 27.06.2021 02:30,0,0,
27.06.2021 02:30 - 27.06.2021 02:45,0,0,
27.06.2021 02:45 - 27.06.2021 03:00,0,0,
27.06.2021 03:00 - 27.06.2021 03:15,0,0,
27.06.2021 03:15 - 27.06.2021 03:30,0,0,
27.06.2021 03:30 - 27.06.2021 03:45,0,0,
27.06.2021 03:45 - 27.06.2021 04:00,0,0,
27.06.2021 04:00 - 27.06.2021 04:15,0,0,
27.06.2021 04:15 - 27.06.2021 04:30,0,0,
27.06.2021 04:30 - 27.06.2021 04:45,0,4,
27.06.2021 04:45 - 27.06.2021 05:00,13,16,
27.06.2021 05:00 - 27.06.2021 05:15,110,92,
27.06.2021 05:15 - 27.06.2021 05:30,307,223,
27.06.2021 05:30 - 27.06.2021 05:45,542,532,
27.06.2021 05:45 - 27.06.2021 06:00,874,987,
27.06.2021 06:00 - 27.06.2021 06:15,1319,1590,
27.06.2021 06:15 - 27.06.2021 06:30,1930,2321,
27.06.2021 06:30 - 27.06.2021 06:45,2735,3256,
27.06.2021 06:45 - 27.06.2021 07:00,3748,4410,
27.06.2021 07:00 - 27.06.2021 07:15,4954,5658,
27.06.2021 07:15 - 27.06.2021 07:30,6324,7086,
27.06.2021 07:30 - 27.06.2021 07:45,7817,8479,
27.06.2021 07:45 - 27.06.2021 08:00,9401,9955,
27.06.2021 08:00 - 27.06.2021 08:15,11079,11453,
27.06.2021 08:15 - 27.06.2021 08:30,12842,13069,
27.06.2021 08:30 - 27.06.2021 08:45,14679,14795,
27.06.2021 08:45 - 27.06.2021 09:00,16507,16630,
27.06.2021 09:00 - 27.06.2021 09:15,18244,18381,
27.06.2021 09:15 - 27.06.2021 09:30,19953,20145,
27.06.2021 09:30 - 27.06.2021 09:45,21529,21695,
27.06.2021 09:45 - 27.06.2021 10:00,23050,23167,
27.06.2021 10:00 - 27.06.2021 10:15,24451,24505,
27.06.2021 10:15 - 27.06.2021 10:30,25723,25788,
27.06.2021 10:30 - 27.06.2021 10:45,26851,26945,
27.06.2021 10:45 - 27.06.2021 11:00,27848,27958,
27.06.2021 11:00 - 27.06.2021 11:15,28695,28851,
27.06.2021 11:15 - 27.06.2021 11:30,29463,29591,
27.06.2021 11:30 - 27.06.2021 11:45,30121,30213,
27.06.2021 11:45 - 27.06.2021 12:00,30686,30639,
27.06.2021 12:00 - 27.06.2021 12:15,31106,31004,
27.06.2021 12:15 - 27.06.2021 12:30,31445,31191,
27.06.2021 12:30 - 27.06.2021 12:45,31652,31019,
27.06.2021 12:45 - 27.06.2021 13:00,31760,31114,
27.06.2021 13:00 - 27.06.2021 13:15,31746,31231,
27.06.2021 13:15 - 27.06.2021 13:30,31707,31118,
27.06.2021 13:30 - 27.06.2021 13:45,31576,30878,
27.06.2021 13:45 - 27.06.2021 14:00,31316,30647,
27.06.2021 14:00 - 27.06.2021 14:15,30937,30269,
27.06.2021 14:15 - 27.06.2021 14:30,30488,29849,
27.06.2021 14:30 - 27.06.2021 14:45,29918,29241,
27.06.2021 14:45 - 27.06.2021 15:00,29283,28511,
27.06.2021 15:00 - 27.06.2021 15:15,28499,27539,
27.06.2021 15:15 - 27.06.2021 15:30,27680,26694,
27.06.2021 15:30 - 27.06.2021 15:45,26725,25816,
27.06.2021 15:45 - 27.06.2021 16:00,25664,24877,
27.06.2021 16:00 - 27.06.2021 16:15,24509,23757,
27.06.2021 16:15 - 27.06.2021 16:30,23269,22522,
27.06.2021 16:30 - 27.06.2021 16:45,21926,20993,
27.06.2021 16:45 - 27.06.2021 17:00,20493,19594,
27.06.2021 17:00 - 27.06.2021 17:15,19007,18158,
27.06.2021 17:15 - 27.06.2021 17:30,17455,16568,
27.06.2021 17:30 - 27.06.2021 17:45,15840,14919,
27.06.2021 17:45 - 27.06.2021 18:00,14174,13358,
27.06.2021 18:00 - 27.06.2021 18:15,12499,11795,
27.06.2021 18:15 - 27.06.2021 18:30,10805,10411,
27.06.2021 18:30 - 27.06.2021 18:45,9150,8977,
27.06.2021 18:45 - 27.06.2021 19:00,7576,7510,
27.06.2021 19:00 - 27.06.2021 19:15,6157,6187,
27.06.2021 19:15 - 27.06.2021 19:30,4838,4965,
27.06.2021 19:30 - 27.06.2021 19:45,3807,3954,
27.06.2021 19:45 - 27.06.2021 20:00,2983,3098,
27.06.2021 20:00 - 27.06.2021 20:15,2302,2391,
27.06.2021 20:15 - 27.06.2021 20:30,1690,1737,
27.06.2021 20:30 - 27.06.2021 20:45,1181,1126,
27.06.2021 20:45 - 27.06.2021 21:00,747,629,
27.06.2021 21:00 - 27.06.2021 21:15,440,313,
27.06.2021 21:15 - 27.06.2021 21:30,238,112,
27.06.2021 21:30 - 27.06.2021 21:45,38,34,
27.06.2021 21:45 - 27.06.2021 22:00,4,10,
27.06.2021 22:00 - 27.06.2021 22:15,0,1,
27.06.2021 22:15 - 27.06.2021 22:30,0,0,
27.06.2021 22:30 - 27.06.2021 22:45,0,0,
27.06.2021 22:45 - 27.06.2021 23:00,0,0,
27.06.2021 23:00 - 27.06.2021 23:15,0,0,
27.06.2021 23:15 - 27.06.2021 23:30,0,0,
27.06.2021 23:30 - 27.06.2021 23:45,0,0,
27.06.2021 23:45 - 28.06.2021 00:00,0,0,
28.06.2021 00:00 - 28.06.2021 00:15,0,0,
28.06.2021 00:15 - 28.06.2021 00:30,0,0,
28.06.2021 00:30 - 28.06.2021 00:45,0,0,
28.06.2021 00:45 - 28.06.2021 01:00,0,0,
28.06.2021 01:00 - 28.06.2021 01:15,0,0,
28.06.2021 01:15 - 28.06.2021 01:30,0,0,
28.06.2021 01:30 - 28.06.2021 01:45,0,0,
28.06.2021 01:45 - 28.06.2021 02:00,0,0,
28.06.2021 02:00 - 28.06.2021 02:15,0,0,
28.06.2021 02:15 - 28.06.2021 02:30,0,0,
28.06.2021 02:30 - 28.06.2021 02:45,0,0,
28.06.2021 02:45 - 28.06.2021 03:00,0,0,
28.06.2021 03:00 - 28.06.2021 03:15,0,0,
28.06.2021 03:15 - 28.06.2021 03:30,0,0,
28.06.2021 03:30 - 28.06.2021 03:45,0,0,
28.06.2021 03:45 - 28.06.2021 04:00,0,0,
28.06.2021 04:00 - 28.06.2021 04:15,0,0,
28.06.2021 04:15 - 28.06.2021 04:30,0,0,
28.06.2021 04:30 - 28.06.2021 04:45,0,4,
28.06.2021 04:45 - 28.06.2021 05:00,13,15,
28.06.2021 05:00 - 28.06.2021 05:15,103,90,
28.06.2021 05:15 - 28.06.2021 05:30,285,205,
28.06.2021 05:30 - 28.06.2021 05:45,513,359,
28.06.2021 05:45 - 28.06.2021 06:00,834,687,
28.06.2021 06:00 - 28.06.2021 06:15,1290,1161,
28.06.2021 06:15 - 28.06.2021 06:30,1919,1775,
28.06.2021 06:30 - 28.06.2021 06:45,2721,2586,
28.06.2021 06:45 - 28.06.2021 07:00,3718,3553,
28.06.2021 07:00 - 28.06.2021 07:15,4899,4669,
28.06.2021 07:15 - 28.06.2021 07:30,6238,5896,
28.06.2021 07:30 - 28.06.2021 07:45,7710,7304,
28.06.2021 07:45 - 28.06.2021 08:00,9283,8824,
28.06.2021 08:00 - 28.06.2021 08:15,10949,10447,
28.06.2021 08:15 - 28.06.2021 08:30,12751,12231,
28.06.2021 08:30 - 28.06.2021 08:45,14565,14086,
28.06.2021 08:45 - 28.06.2021 09:00,16357,15919,
28.06.2021 09:00 - 28.06.2021 09:15,18069,17752,
28.06.2021 09:15 - 28.06.2021 09:30,19719,19482,
28.06.2021 09:30 - 28.06.2021 09:45,21225,21201,
28.06.2021 09:45 - 28.06.2021 10:00,22642,22708,
28.06.2021 10:00 - 28.06.2021 10:15,23962,24006,
28.06.2021 10:15 - 28.06.2021 10:30,25125,25208,
28.06.2021 10:30 - 28.06.2021 10:45,26160,26277,
28.06.2021 10:45 - 28.06.2021 11:00,27059,27168,
28.06.2021 11:00 - 28.06.2021 11:15,27866,27887,
28.06.2021 11:15 - 28.06.2021 11:30,28546,28604,
28.06.2021 11:30 - 28.06.2021 11:45,29137,29002,
28.06.2021 11:45 - 28.06.2021 12:00,29614,29264,
28.06.2021 12:00 - 28.06.2021 12:15,30042,29515,
28.06.2021 12:15 - 28.06.2021 12:30,30350,29828,
28.06.2021 12:30 - 28.06.2021 12:45,30553,29807,
28.06.2021 12:45 - 28.06.2021 13:00,30614,29657,
28.06.2021 13:00 - 28.06.2021 13:15,30619,29488,
28.06.2021 13:15 - 28.06.2021 13:30,30532,29387,
28.06.2021 13:30 - 28.06.2021 13:45,30272,29104,
28.06.2021 13:45 - 28.06.2021 14:00,29935,28592,
28.06.2021 14:00 - 28.06.2021 14:15,29563,28010,
28.06.2021 14:15 - 28.06.2021 14:30,29126,27374,
28.06.2021 14:30 - 28.06.2021 14:45,28541,26644,
28.06.2021 14:45 - 28.06.2021 15:00,27879,26033,
28.06.2021 15:00 - 28.06.2021 15:15,27147,25346,
28.06.2021 15:15 - 28.06.2021 15:30,26304,24686,
28.06.2021 15:30 - 28.06.2021 15:45,25355,24030,
28.06.2021 15:45 - 28.06.2021 16:00,24320,23203,
28.06.2021 16:00 - 28.06.2021 16:15,23174,22257,
28.06.2021 16:15 - 28.06.2021 16:30,21912,21187,
28.06.2021 16:30 - 28.06.2021 16:45,20541,19790,
28.06.2021 16:45 - 28.06.2021 17:00,19131,18525,
28.06.2021 17:00 - 28.06.2021 17:15,17677,17135,
28.06.2021 17:15 - 28.06.2021 17:30,16168,15615,
28.06.2021 17:30 - 28.06.2021 17:45,14604,13968,
28.06.2021 17:45 - 28.06.2021 18:00,13044,12458,
28.06.2021 18:00 - 28.06.2021 18:15,11448,10924,
28.06.2021 18:15 - 28.06.2021 18:30,9902,9194,
28.06.2021 18:30 - 28.06.2021 18:45,8377,7799,
28.06.2021 18:45 - 28.06.2021 19:00,6949,6514,
28.06.2021 19:00 - 28.06.2021 19:15,5630,5338,
28.06.2021 19:15 - 28.06.2021 19:30,4461,4259,
28.06.2021 19:30 - 28.06.2021 19:45,3537,3325,
28.06.2021 19:45 - 28.06.2021 20:00,2788,2588,
28.06.2021 20:00 - 28.06.2021 20:15,2141,1975,
28.06.2021 20:15 - 28.06.2021 20:30,1589,1431,
28.06.2021 20:30 - 28.06.2021 20:45,1108,950,
28.06.2021 20:45 - 28.06.2021 21:00,719,564,
28.06.2021 21:00 - 28.06.2021 21:15,424,297,
28.06.2021 21:15 - 28.06.2021 21:30,230,120,
28.06.2021 21:30 - 28.06.2021 21:45,38,35,
28.06.2021 21:45 - 28.06.2021 22:00,3,7,
28.06.2021 22:00 - 28.06.2021 22:15,0,1,
28.06.2021 22:15 - 28.06.2021 22:30,0,0,
28.06.2021 22:30 - 28.06.2021 22:45,0,0,
28.06.2021 22:45 - 28.06.2021 23:00,0,0,
28.06.2021 23:00 - 28.06.2021 23:15,0,0,
28.06.2021 23:15 - 28.06.2021 23:30,0,0,
28.06.2021 23:30 - 28.06.2021 23:45,0,0,
28.06.2021 23:45 - 29.06.2021 00:00,0,0,
29.06.2021 00:00 - 29.06.2021 00:15,0,0,
29.06.2021 00:15 - 29.06.2021 00:30,0,0,
29.06.2021 00:30 - 29.06.2021 00:45,0,0,
29.06.2021 00:45 - 29.06.2021 01:00,0,0,
29.06.2021 01:00 - 29.06.2021 01:15,0,0,
29.06.2021 01:15 - 29.06.2021 01:30,0,0,
29.06.2021 01:30 - 29.06.2021 01:45,0,0,
29.06.2021 01:45 - 29.06.2021 02:00,0,0,
29.06.2021 02:00 - 29.06.2021 02:15,0,0,
29.06.2021 02:15 - 29.06.2021 02:30,0,0,
29.06.2021 02:30 - 29.06.2021 02:45,0,0,
29.06.2021 02:45 - 29.06.2021 03:00,0,0,
29.06.2021 03:00 - 29.06.2021 03:15,0,0,
29.06.2021 03:15 - 29.06.2021 03:30,0,0,
29.06.2021 03:30 - 29.06.2021 03:45,0,0,
29.06.2021 03:45 - 29.06.2021 04:00,0,0,
29.06.2021 04:00 - 29.06.2021 04:15,0,0,
29.06.2021 04:15 - 29.06.2021 04:30,0,0,
29.06.2021 04:30 - 29.06.2021 04:45,0,3,
29.06.2021 04:45 - 29.06.2021 05:00,10,11,
29.06.2021 05:00 - 29.06.2021 05:15,77,87,
29.06.2021 05:15 - 29.06.2021 05:30,211,224,
29.06.2021 05:30 - 29.06.2021 05:45,374,315,
29.06.2021 05:45 - 29.06.2021 06:00,627,508,
29.06.2021 06:00 - 29.06.2021 06:15,964,872,
29.06.2021 06:15 - 29.06.2021 06:30,1401,1289,
29.06.2021 06:30 - 29.06.2021 06:45,1938,1773,
29.06.2021 06:45 - 29.06.2021 07:00,2586,2302,
29.06.2021 07:00 - 29.06.2021 07:15,3314,2858,
29.06.2021 07:15 - 29.06.2021 07:30,4114,3430,
29.06.2021 07:30 - 29.06.2021 07:45,4993,4072,
29.06.2021 07:45 - 29.06.2021 08:00,5950,4853,
29.06.2021 08:00 - 29.06.2021 08:15,6951,5672,
29.06.2021 08:15 - 29.06.2021 08:30,8003,6622,
29.06.2021 08:30 - 29.06.2021 08:45,9052,7800,
29.06.2021 08:45 - 29.06.2021 09:00,10134,9020,
29.06.2021 09:00 - 29.06.2021 09:15,11213,10317,
29.06.2021 09:15 - 29.06.2021 09:30,12286,11692,
29.06.2021 09:30 - 29.06.2021 09:45,13404,13172,
29.06.2021 09:45 - 29.06.2021 10:00,14509,14715,
29.06.2021 10:00 - 29.06.2021 10:15,15596,16143,
29.06.2021 10:15 - 29.06.2021 10:30,16614,17587,
29.06.2021 10:30 - 29.06.2021 10:45,17501,18843,
29.06.2021 10:45 - 29.06.2021 11:00,18318,19945,
29.06.2021 11:00 - 29.06.2021 11:15,19093,21107,
29.06.2021 11:15 - 29.06.2021 11:30,19803,22057,
29.06.2021 11:30 - 29.06.2021 11:45,20410,22830,
29.06.2021 11:45 - 29.06.2021 12:00,20925,23385,
29.06.2021 12:00 - 29.06.2021 12:15,21332,23513,
29.06.2021 12:15 - 29.06.2021 12:30,21650,23488,
29.06.2021 12:30 - 29.06.2021 12:45,21793,23566,
29.06.2021 12:45 - 29.06.2021 13:00,21766,23680,
29.06.2021 13:00 - 29.06.2021 13:15,21665,23625,
29.06.2021 13:15 - 29.06.2021 13:30,21492,23718,
29.06.2021 13:30 - 29.06.2021 13:45,21126,23539,
29.06.2021 13:45 - 29.06.2021 14:00,20748,23296,
29.06.2021 14:00 - 29.06.2021 14:15,20308,22837,
29.06.2021 14:15 - 29.06.2021 14:30,19967,22089,
29.06.2021 14:30 - 29.06.2021 14:45,19356,20701,
29.06.2021 14:45 - 29.06.2021 15:00,18751,19498,
29.06.2021 15:00 - 29.06.2021 15:15,18128,18505,
29.06.2021 15:15 - 29.06.2021 15:30,17492,17369,
29.06.2021 15:30 - 29.06.2021 15:45,16763,16088,
29.06.2021 15:45 - 29.06.2021 16:00,15958,15057,
29.06.2021 16:00 - 29.06.2021 16:15,15117,14024,
29.06.2021 16:15 - 29.06.2021 16:30,14227,13053,
29.06.2021 16:30 - 29.06.2021 16:45,13322,11736,
29.06.2021 16:45 - 29.06.2021 17:00,12397,10597,
29.06.2021 17:00 - 29.06.2021 17:15,11459,9635,
29.06.2021 17:15 - 29.06.2021 17:30,10533,8560,
29.06.2021 17:30 - 29.06.2021 17:45,9597,7762,
29.06.2021 17:45 - 29.06.2021 18:00,8630,7258,
29.06.2021 18:00 - 29.06.2021 18:15,7672,6533,
29.06.2021 18:15 - 29.06.2021 18:30,6748,5988,
29.06.2021 18:30 - 29.06.2021 18:45,5899,5391,
29.06.2021 18:45 - 29.06.2021 19:00,5066,4740,
29.06.2021 19:00 - 29.06.2021 19:15,4277,4110,
29.06.2021 19:15 - 29.06.2021 19:30,3508,3469,
29.06.2021 19:30 - 29.06.2021 19:45,2850,2890,
29.06.2021 19:45 - 29.06.2021 20:00,2286,2335,
29.06.2021 20:00 - 29.06.2021 20:15,1772,1825,
29.06.2021 20:15 - 29.06.2021 20:30,1314,1321,
29.06.2021 20:30 - 29.06.2021 20:45,917,888,
29.06.2021 20:45 - 29.06.2021 21:00,595,532,
29.06.2021 21:00 - 29.06.2021 21:15,350,280,
29.06.2021 21:15 - 29.06.2021 21:30,187,112,
29.06.2021 21:30 - 29.06.2021 21:45,26,45,
29.06.2021 21:45 - 29.06.2021 22:00,2,8,
29.06.2021 22:00 - 29.06.2021 22:15,0,0,
29.06.2021 22:15 - 29.06.2021 22:30,0,0,
29.06.2021 22:30 - 29.06.2021 22:45,0,0,
29.06.2021 22:45 - 29.06.2021 23:00,0,0,
29.06.2021 23:00 - 29.06.2021 23:15,0,0,
29.06.2021 23:15 - 29.06.2021 23:30,0,0,
29.06.2021 23:30 - 29.06.2021 23:45,0,0,
29.06.2021 23:45 - 30.06.2021 00:00,0,0,
30.06.2021 00:00 - 30.06.2021 00:15,0,0,
30.06.2021 00:15 - 30.06.2021 00:30,0,0,
30.06.2021 00:30 - 30.06.2021 00:45,0,0,
30.06.2021 00:45 - 30.06.2021 01:00,0,0,
30.06.2021 01:00 - 30.06.2021 01:15,0,0,
30.06.2021 01:15 - 30.06.2021 01:30,0,0,
30.06.2021 01:30 - 30.06.2021 01:45,0,0,
30.06.2021 01:45 - 30.06.2021 02:00,0,0,
30.06.2021 02:00 - 30.06.2021 02:15,0,0,
30.06.2021 02:15 - 30.06.2021 02:30,0,0,
30.06.2021 02:30 - 30.06.2021 02:45,0,0,
30.06.2021 02:45 - 30.06.2021 03:00,0,0,
30.06.2021 03:00 - 30.06.2021 03:15,0,0,
30.06.2021 03:15 - 30.06.2021 03:30,0,0,
30.06.2021 03:30 - 30.06.2021 03:45,0,0,
30.06.2021 03:45 - 30.06.2021 04:00,0,0,
30.06.2021 04:00 - 30.06.2021 04:15,0,0,
30.06.2021 04:15 - 30.06.2021 04:30,0,0,
30.06.2021 04:30 - 30.06.2021 04:45,0,1,
30.06.2021 04:45 - 30.06.2021 05:00,6,8,
30.06.2021 05:00 - 30.06.2021 05:15,59,61,
30.06.2021 05:15 - 30.06.2021 05:30,143,151,
30.06.2021 05:30 - 30.06.2021 05:45,288,206,
30.06.2021 05:45 - 30.06.2021 06:00,477,368,
30.06.2021 06:00 - 30.06.2021 06:15,742,663,
30.06.2021 06:15 - 30.06.2021 06:30,1097,1030,
30.06.2021 06:30 - 30.06.2021 06:45,1536,1428,
30.06.2021 06:45 - 30.06.2021 07:00,2059,1931,
30.06.2021 07:00 - 30.06.2021 07:15,2636,2458,
30.06.2021 07:15 - 30.06.2021 07:30,3283,3045,
30.06.2021 07:30 - 30.06.2021 07:45,3978,3698,
30.06.2021 07:45 - 30.06.2021 08:00,4724,4463,
30.06.2021 08:00 - 30.06.2021 08:15,5467,5286,
30.06.2021 08:15 - 30.06.2021 08:30,6321,5952,
30.06.2021 08:30 - 30.06.2021 08:45,7163,6769,
30.06.2021 08:45 - 30.06.2021 09:00,8004,7587,
30.06.2021 09:00 - 30.06.2021 09:15,8854,8340,
30.06.2021 09:15 - 30.06.2021 09:30,9651,9137,
30.06.2021 09:30 - 30.06.2021 09:45,10478,9865,
30.06.2021 09:45 - 30.06.2021 10:00,11238,10733,
30.06.2021 10:00 - 30.06.2021 10:15,11980,11509,
30.06.2021 10:15 - 30.06.2021 10:30,12710,12387,
30.06.2021 10:30 - 30.06.2021 10:45,13408,13042,
30.06.2021 10:45 - 30.06.2021 11:00,14072,13594,
30.06.2021 11:00 - 30.06.2021 11:15,14710,14087,
30.06.2021 11:15 - 30.06.2021 11:30,15322,14350,
30.06.2021 11:30 - 30.06.2021 11:45,15883,14708,
30.06.2021 11:45 - 30.06.2021 12:00,16377,14897,
30.06.2021 12:00 - 30.06.2021 12:15,16817,15100,
30.06.2021 12:15 - 30.06.2021 12:30,17207,15181,
30.06.2021 12:30 - 30.06.2021 12:45,17522,15444,
30.06.2021 12:45 - 30.06.2021 13:00,17755,15300,
30.06.2021 13:00 - 30.06.2021 13:15,17911,15379,
30.06.2021 13:15 - 30.06.2021 13:30,17957,15334,
30.06.2021 13:30 - 30.06.2021 13:45,17967,15293,
30.06.2021 13:45 - 30.06.2021 14:00,17891,15232,
30.06.2021 14:00 - 30.06.2021 14:15,17754,15302,
30.06.2021 14:15 - 30.06.2021 14:30,17558,15237,
30.06.2021 14:30 - 30.06.2021 14:45,17340,14757,
30.06.2021 14:45 - 30.06.2021 15:00,16969,14532,
30.06.2021 15:00 - 30.06.2021 15:15,16555,14284,
30.06.2021 15:15 - 30.06.2021 15:30,16112,13978,
30.06.2021 15:30 - 30.06.2021 15:45,15638,13641,
30.06.2021 15:45 - 30.06.2021 16:00,15053,13027,
30.06.2021 16:00 - 30.06.2021 16:15,14449,12371,
30.06.2021 16:15 - 30.06.2021 16:30,13753,11898,
30.06.2021 16:30 - 30.06.2021 16:45,13000,11677,
30.06.2021 16:45 - 30.06.2021 17:00,12162,11161,
30.06.2021 17:00 - 30.06.2021 17:15,11282,10433,
30.06.2021 17:15 - 30.06.2021 17:30,10400,9588,
30.06.2021 17:30 - 30.06.2021 17:45,9499,8965,
30.06.2021 17:45 - 30.06.2021 18:00,8525,8062,
30.06.2021 18:00 - 30.06.2021 18:15,7539,7074,
30.06.2021 18:15 - 30.06.2021 18:30,6592,6238,
30.06.2021 18:30 - 30.06.2021 18:45,5640,5376,
30.06.2021 18:45 - 30.06.2021 19:00,4728,4624,
30.06.2021 19:00 - 30.06.2021 19:15,3875,3927,
30.06.2021 19:15 - 30.06.2021 19:30,3090,3211,
30.06.2021 19:30 - 30.06.2021 19:45,2441,2573,
30.06.2021 19:45 - 30.06.2021 20:00,1919,1994,
30.06.2021 20:00 - 30.06.2021 20:15,1458,1478,
30.06.2021 20:15 - 30.06.2021 20:30,1041,997,
30.06.2021 20:30 - 30.06.2021 20:45,696,594,
30.06.2021 20:45 - 30.06.2021 21:00,440,306,
30.06.2021 21:00 - 30.06.2021 21:15,245,128,
30.06.2021 21:15 - 30.06.2021 21:30,127,30,
30.06.2021 21:30 - 30.06.2021 21:45,15,9,
30.06.2021 21:45 - 30.06.2021 22:00,1,3,
30.06.2021 22:00 - 30.06.2021 22:15,0,0,
30.06.2021 22:15 - 30.06.2021 22:30,0,0,
30.06.2021 22:30 - 30.06.2021 22:45,0,0,
30.06.2021 22:45 - 30.06.2021 23:00,0,0,
30.06.2021 23:00 - 30.06.2021 23:15,0,0,
30.06.2021 23:15 - 30.06.2021 23:30,0,0,
30.06.2021 23:30 - 30.06.2021 23:45,0,0,
30.06.2021 23:45 - 01.07.2021 00:00,0,0,
01.07.2021 00:00 - 01.07.2021 00:15,0,0,
01.07.2021 00:15 - 01.07.2021 00:30,0,0,
01.07.2021 00:30 - 01.07.2021 00:45,0,0,
01.07.2021 00:45 - 01.07.2021 01:00,0,0,
01.07.2021 01:00 - 01.07.2021 01:15,0,0,
01.07.2021 01:15 - 01.07.2021 01:30,0,0,
01.07.2021 01:30 - 01.07.2021 01:45,0,0,
01.07.2021 01:45 - 01.07.2021 02:00,0,0,
01.07.2021 02:00 - 01.07.2021 02:15,0,0,
01.07.2021 02:15 - 01.07.2021 02:30,0,0,
01.07.2021 02:30 - 01.07.2021 02:45,0,0,
01.07.2021 02:45 - 01.07.2021 03:00,0,0,
01.07.2021 03:00 - 01.07.2021 03:15,0,0,
01.07.2021 03:15 - 01.07.2021 03:30,0,0,
01.07.2021 03:30 - 01.07.2021 03:45,0,0,
01.07.2021 03:45 - 01.07.2021 04:00,0,0,
01.07.2021 04:00 - 01.07.2021 04:15,0,0,
01.07.2021 04:15 - 01.07.2021 04:30,0,0,
01.07.2021 04:30 - 01.07.2021 04:45,0,1,
01.07.2021 04:45 - 01.07.2021 05:00,4,6,
01.07.2021 05:00 - 01.07.2021 05:15,46,51,
01.07.2021 05:15 - 01.07.2021 05:30,120,132,
01.07.2021 05:30 - 01.07.2021 05:45,279,157,
01.07.2021 05:45 - 01.07.2021 06:00,422,230,
01.07.2021 06:00 - 01.07.2021 06:15,598,413,
01.07.2021 06:15 - 01.07.2021 06:30,825,651,
01.07.2021 06:30 - 01.07.2021 06:45,1106,939,
01.07.2021 06:45 - 01.07.2021 07:00,1456,1275,
01.07.2021 07:00 - 01.07.2021 07:15,1837,1631,
01.07.2021 07:15 - 01.07.2021 07:30,2265,2065,
01.07.2021 07:30 - 01.07.2021 07:45,2731,2447,
01.07.2021 07:45 - 01.07.2021 08:00,3217,2841,
01.07.2021 08:00 - 01.07.2021 08:15,3750,3277,
01.07.2021 08:15 - 01.07.2021 08:30,4247,3700,
01.07.2021 08:30 - 01.07.2021 08:45,4778,4138,
01.07.2021 08:45 - 01.07.2021 09:00,5246,4550,
01.07.2021 09:00 - 01.07.2021 09:15,5752,4967,
01.07.2021 09:15 - 01.07.2021 09:30,6229,5451,
01.07.2021 09:30 - 01.07.2021 09:45,6774,5994,
01.07.2021 09:45 - 01.07.2021 10:00,7283,6587,
